NID,Time,EventName,DisasterType,DisasterSubType,Coordinate,Lon,Lat,C_Name,T_Name,Address,situation,DeathNo,MissingNo,InjuredNo,TrappedNo,ShelterNo,CaseStatus,GeometryType,SourceType,CaseInformer,nTWD97_X,nTWD97_Y,WriteDateTime
160295,2016-9-27 21:30,梅姬颱風,積淹水災情,房屋積淹水,"120.263159,23.013414",120.263159,23.013414,臺南市,永康區  ,臺南市永康區公園路7巷10弄,泡在水裡,0,0,0,0,0,已處理,點,災情查報WEB,,174470.76,2545958.37,42641.49653
160311,2016-9-27 21:29,梅姬颱風,積淹水災情,地區積淹水,"120.263112,23.013158",120.263112,23.013158,臺南市,永康區  ,臺南市永康區公園路7巷30弄,整條巷弄淹水(1999轉報),0,0,0,0,0,處理中,點,災情查報WEB,,174465.8,2545930.05,42641.49722
160326,2016-9-27 21:28,梅姬颱風,積淹水災情,地區積淹水,"120.263935,22.991229",120.263935,22.991229,臺南市,仁德區  ,臺南市仁德區太子路167號,"淹水20幾公分,需有人幫忙拿起前面2個水溝蓋",0,0,0,0,0,處理中,點,災情查報WEB,,174537.97,2543501.22,42641.49722
160337,2016-9-27 21:27,梅姬颱風,積淹水災情,房屋積淹水,"120.259135,23.006015",120.259135,23.006015,臺南市,永康區  ,臺南市永康區永華路,整個條淹水到屋內,0,0,0,0,0,處理中,點,災情查報WEB,,174054.12,2545141.09,42641.49722
160339,2016-9-27 21:27,梅姬颱風,積淹水災情,房屋積淹水,"120.190076,23.010958",120.190076,23.010958,臺南市,北區   ,臺南市北區大和路,整條路水淹至住家,0,0,0,0,0,處理中,點,災情查報WEB,,166977.61,2545725.93,42641.49722
160351,2016-9-27 21:26,梅姬颱風,積淹水災情,地區積淹水,"120.302759,23.039952",120.302759,23.039952,臺南市,新化區  ,臺南市新化區正新路360號,整條路淹水,0,0,0,0,0,處理中,點,災情查報WEB,,178544.05,2548877.3,42641.49792
160355,2016-9-27 21:26,梅姬颱風,積淹水災情,地區積淹水,"120.336459,22.695042",120.336459,22.695042,高雄市,仁武區  ,高雄市仁武區五和里永和五街,五和里永和五街全部淹水,0,0,0,0,0,已處理,點,災情查報WEB,,181825.97,2510667.19,42641.49792
160357,2016-9-27 21:26,梅姬颱風,積淹水災情,房屋積淹水,"120.209875,23.013565",120.209875,23.013565,臺南市,北區   ,臺南市北區西門路四段330巷,路面積水約40公分，10戶積水約20公分,0,0,0,0,0,處理中,點,災情查報WEB,,169008.78,2546003.55,42641.49792
160360,2016-9-27 21:25,梅姬颱風,積淹水災情,道路積淹水,"120.297178,23.039782",120.297178,23.039782,臺南市,新化區  ,臺南市新化區唪口里九玄宮旁,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,177971.98,2548861.21,42641.49792
160379,2016-9-27 21:24,梅姬颱風,積淹水災情,地區積淹水,"120.194681,23.018243",120.194681,23.018243,臺南市,北區   ,臺南市北區中華北路二段25巷,整條路淹水,0,0,0,0,0,處理中,點,災情查報WEB,,167454.11,2546530.08,42641.49792
160383,2016-9-27 21:24,梅姬颱風,積淹水災情,房屋地下室積水,"120.185857882207,22.9943544871375",120.185858,22.994354,臺南市,中西區  ,臺南市中西區,花之鄉大樓地下室淹水及腰以上~請求支援抽水,0,0,0,0,0,處理中,點,災情查報WEB,,166534.99,2543889.64,42641.49861
160386,2016-9-27 21:23,梅姬颱風,積淹水災情,道路積淹水,"120.163224828623,22.9855092398602",120.163225,22.985509,臺南市,安平區  ,臺南市安平區,積水,0,0,0,0,0,處理中,點,災情查報WEB,,164208.98,2542923.16,42641.49861
160389,2016-9-27 21:23,梅姬颱風,積淹水災情,地區積淹水,"120.350533,22.68533",120.350533,22.68533,高雄市,仁武區  ,高雄市仁武區灣內里名湖街15號,名湖街附近積淹水,0,0,0,0,0,已處理,點,災情查報WEB,,183267.32,2509585.35,42641.49861
160425,2016-9-27 21:21,梅姬颱風,積淹水災情,道路積淹水,"120.352442,22.68304",120.352442,22.68304,高雄市,仁武區  ,高雄市仁武區灣內里仁怡二街128-142號,淹水15公分,0,0,0,0,0,已處理,點,災情查報WEB,,183462.37,2509330.92,42641.49931
160428,2016-9-27 21:21,梅姬颱風,積淹水災情,地區積淹水,"120.193664,23.012161",120.193664,23.012161,臺南市,北區   ,臺南市北區大興街一段,整條路淹水,0,0,0,0,0,處理中,點,災情查報WEB,,167346.15,2545857.12,42641.49931
160431,2016-9-27 21:20,梅姬颱風,積淹水災情,房屋積淹水,"120.166801,22.998657",120.166801,22.998657,臺南市,安平區  ,臺南市安平區安平路33巷8弄20號,室內淹水,0,0,0,0,0,處理中,點,災情查報WEB,,164583.92,2544377.08,42641.49931
160434,2016-9-27 21:20,梅姬颱風,積淹水災情,道路積淹水,"120.203499,22.999515",120.203499,22.999515,臺南市,北區   ,臺南市北區長北街、西門路口(民德國中至長賢街路段),淹水約30公分高,0,0,0,0,0,處理中,點,災情查報WEB,,168346.73,2544451.19,42641.49931
160435,2016-9-27 21:20,梅姬颱風,積淹水災情,道路積淹水,"120.186221,22.998259",120.186221,22.998259,臺南市,安平區  ,臺南市安平區安平路,安平路因運河溢出，路面積水，無法通行,0,0,0,0,0,處理中,點,災情查報WEB,,166574.62,2544321.82,42641.49931
160459,2016-9-27 21:18,梅姬颱風,積淹水災情,房屋積淹水,"120.300262,23.034558",120.300262,23.034558,臺南市,新化區  ,臺南市新化區大智路77巷9號,已經淹水約3樓高了,0,0,0,0,0,處理中,點,災情查報WEB,,178285.29,2548281.2,42641.49931
160463,2016-9-27 21:18,梅姬颱風,積淹水災情,地區積淹水,"120.186788,23.041617",120.186788,23.041617,臺南市,安南區  ,臺南市安南區海佃路2段483巷,大淹水(原佃里淹水),0,0,0,0,0,處理中,點,災情查報WEB,,166659.41,2549123.01,42641.49931
160465,2016-9-27 21:18,梅姬颱風,積淹水災情,道路積淹水,"120.366832479346,22.6671519540905",120.366832,22.667152,高雄市,鳥松區  ,高雄市鳥松區,"於美山路與神農路(全國加油站),車子受損沒標示,無路燈 另神農路積水約半個輪胎 美山路與大同路沒路燈",0,0,0,0,0,已處理,點,災情查報WEB,,184933.56,2507565.2,42641.49931
160479,2016-9-27 21:17,梅姬颱風,積淹水災情,房屋積淹水,"120.206145,22.992512",120.206145,22.992512,臺南市,中西區  ,臺南市中西區青年路23巷18號3樓,五樓頂積水.積到各樓層,0,0,0,0,0,處理中,點,災情查報WEB,,168613.8,2543674.2,42641.5
160491,2016-9-27 21:16,梅姬颱風,積淹水災情,地區積淹水,"120.256396,23.015828",120.256396,23.015828,臺南市,永康區  ,臺南市永康區永春街13巷,水已淹至室內積水，從晚上7點已通知到現在都未處理,0,0,0,0,0,已處理,點,災情查報WEB,,173778.85,2546229.2,42641.5
160493,2016-9-27 21:16,梅姬颱風,積淹水災情,房屋積淹水,"120.197243,22.993407",120.197243,22.993407,臺南市,中西區  ,臺南市中西區國華街三段9巷,整條巷子淹水(1999轉報),0,0,0,0,0,處理中,點,災情查報WEB,,167701.67,2543778.28,42641.5
160495,2016-9-27 21:16,梅姬颱風,積淹水災情,道路積淹水,"120.596387967049,22.8024355010027",120.596388,22.802436,屏東縣,高樹鄉  ,屏東縣高樹鄉,大津橋水位高漲，二級警戒，請注意 高樹鄉公所於28日0點10分通報需要封橋 請協助處理,0,0,0,0,0,已處理,點,災情查報WEB,,208564.6,2522463.06,42641.5
160502,2016-9-27 21:15,梅姬颱風,積淹水災情,地區積淹水,"120.53032110481364,22.668585210243947",120.530321,22.668585,屏東縣,麟洛鄉  ,屏東縣麟洛鄉埔圳巷近香楊巷,2016/09/27 21:15:54 - 道路淹水.車拋錨2人不需安置,0,0,0,0,0,處理中,點,119消防署派遣系統,,201735.03,2507661.6,42641.5
160503,2016-9-27 21:15,梅姬颱風,積淹水災情,房屋積淹水,"120.288768,22.972696",120.288768,22.972696,臺南市,歸仁區  ,臺南市歸仁區文化北街162號,文化北街近民權北路及文化北二街淹水近2尺高,0,0,0,0,0,處理中,點,災情查報WEB,,177074.02,2541436.34,42641.5
160515,2016-9-27 21:15,梅姬颱風,積淹水災情,地區積淹水,"120.183724,23.040317",120.183724,23.040317,臺南市,安南區  ,臺南市安南區海中街101巷,淹水至膝蓋，1999轉報。朝皇宮,0,0,0,0,0,處理中,點,災情查報WEB,,166344.58,2548980.79,42641.50069
160517,2016-9-27 21:15,梅姬颱風,積淹水災情,道路積淹水,"120.351268,22.683818",120.351268,22.683818,高雄市,仁武區  ,高雄市仁武區澄合街622號,積水，可能有東西堵住，一下子就淹起來,0,0,0,0,0,已處理,點,災情查報WEB,,183342.11,2509417.59,42641.50069
160549,2016-9-27 21:12,梅姬颱風,積淹水災情,地區積淹水,"120.225521,23.050467",120.225521,23.050467,臺南市,安南區  ,臺南市安南區安順里,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,170634.25,2550081.53,42641.50139
160566,2016-9-27 21:11,梅姬颱風,積淹水災情,道路積淹水,"120.354107843346,22.6160963430533",120.354108,22.616096,高雄市,鳳山區  ,高雄市鳳山區,鳳山溪水位至11.5公尺,0,0,0,0,0,已處理,點,災情查報WEB,,183601.36,2501917.3,42641.50139
160573,2016-9-27 21:10,梅姬颱風,積淹水災情,房屋積淹水,"120.15961202005721,23.335630870672084",120.159612,23.335631,嘉義縣,布袋鎮  ,嘉義縣布袋鎮新民里新塭438-2號, 屋前道路側溝水位過滿，以致淹入民眾家中，民眾抱怨抽水機數量不足。,0,0,0,0,0,處理中,點,119消防署派遣系統,,164062.25,2581698.97,42641.50139
160574,2016-9-27 21:10,梅姬颱風,積淹水災情,地區積淹水,"120.178106,23.053624",120.178106,23.053624,臺南市,安南區  ,"臺南市安南區海佃路,同安路",淹水,0,0,0,0,0,處理中,點,災情查報WEB,,165777.07,2550457.65,42641.50139
160591,2016-9-27 21:09,梅姬颱風,積淹水災情,地區積淹水,"120.154785156529,23.0440449283549",120.154785,23.044045,臺南市,安南區  ,臺南市安南區,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,163381.04,2549410.46,42641.50208
160595,2016-9-27 21:08,梅姬颱風,積淹水災情,地區積淹水,"120.184021,23.041747",120.184021,23.041747,臺南市,安南區  ,臺南市安南區海中街483巷,淹水至輪胎深(1999轉報),0,0,0,0,0,處理中,點,災情查報WEB,,166375.9,2549138.98,42641.50208
160608,2016-9-27 21:07,梅姬颱風,積淹水災情,房屋積淹水,"120.27613,22.968701",120.27613,22.968701,臺南市,歸仁區  ,臺南市歸仁區中山路三段425號,中山路三段429巷內淹水,0,0,0,0,0,處理中,點,災情查報WEB,,175775.95,2541000.27,42641.50208
160621,2016-9-27 21:07,梅姬颱風,積淹水災情,地區積淹水,"120.363992,22.654048",120.363992,22.654048,高雄市,鳥松區  ,高雄市鳥松區鳥松里忠誠路,積淹水約一個輪胎高,0,0,0,0,0,已處理,點,災情查報WEB,,184635.45,2506115.41,42641.50278
160633,2016-9-27 21:06,梅姬颱風,積淹水災情,房屋積淹水,"120.193751,23.006578",120.193751,23.006578,臺南市,北區   ,臺南市北區文賢路500巷,室內積水,0,0,0,0,0,處理中,點,災情查報WEB,,167351.67,2545238.81,42641.50278
160642,2016-9-27 21:05,梅姬颱風,積淹水災情,地區積淹水,"120.154785156529,23.0440449283549",120.154785,23.044045,臺南市,安南區  ,臺南市安南區,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,163381.04,2549410.46,42641.50278
160645,2016-9-27 21:05,梅姬颱風,積淹水災情,道路積淹水,"120.481942599853,22.6665128127316",120.481943,22.666513,屏東縣,屏東市  ,屏東縣屏東市台三線靠近屏機場,屏東縣屏東市台三線靠近屏機場大轉彎處  番仔寮溪溪水暴漲 請派人員協助警界管制,0,0,0,0,0,已處理,點,災情查報WEB,,196762.68,2507448.64,42641.50278
160652,2016-9-27 21:05,梅姬颱風,積淹水災情,地區積淹水,"120.325077,23.055264",120.325077,23.055264,臺南市,新化區  ,臺南市新化區中山路,圓環593號前.路邊護欄都打到民眾家,0,0,0,0,0,處理中,點,災情查報WEB,,180839.18,2550562.22,42641.50278
160653,2016-9-27 21:04,梅姬颱風,積淹水災情,房屋積淹水,"120.1925,22.991702",120.1925,22.991702,臺南市,中西區  ,臺南市中西區府前路2段204號,如上述 該址為獨居老人 ,0,0,0,0,0,處理中,點,災情查報WEB,,167214.35,2543592.14,42641.50278
160657,2016-9-27 21:04,梅姬颱風,積淹水災情,地區積淹水,"120.198622,23.017575",120.198622,23.017575,臺南市,北區   ,臺南市北區文賢路1122巷250弄,整條巷弄已淹水，水深約60cm,0,0,0,0,0,處理中,點,災情查報WEB,,167857.68,2546453.89,42641.50278
160660,2016-9-27 21:04,梅姬颱風,積淹水災情,地區積淹水,"120.210914,23.060026",120.210914,23.060026,臺南市,安南區  ,臺南市安南區工明路,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,169143.02,2551148.11,42641.50347
160673,2016-9-27 21:03,梅姬颱風,積淹水災情,地區積淹水,"120.280784,22.717747",120.280784,22.717747,高雄市,楠梓區  ,高雄市楠梓區盛昌里智昌街,盛昌里智昌街淹水沒退，影響公共安全。,0,0,0,0,0,已處理,點,災情查報WEB,,176117.75,2513208.06,42641.50347
160685,2016-9-27 21:02,梅姬颱風,積淹水災情,地區積淹水,"120.212064,23.033495",120.212064,23.033495,臺南市,安南區  ,臺南市安南區長溪路一段二段及安中路一段,淹水,0,0,0,0,0,待處理,點,災情查報WEB,,169245.05,2548209.4,42641.50347
160686,2016-9-27 21:02,梅姬颱風,積淹水災情,道路積淹水,"120.19356,23.016436",120.19356,23.016436,臺南市,北區   ,臺南市北區文賢路1122巷,煙火20CM,0,0,0,0,0,處理中,點,災情查報WEB,,167338.1,2546330.6,42641.50347
160698,2016-9-27 21:01,梅姬颱風,積淹水災情,道路積淹水,"120.301677671788,22.8039333729366",120.301678,22.803933,高雄市,岡山區  ,高雄市岡山區永安路,大淹水,0,0,0,0,0,已處理,點,災情查報WEB,,178309.16,2522741.69,42641.50417
160714,2016-9-27 21:00,梅姬颱風,積淹水災情,道路積淹水,"120.193876,23.015266",120.193876,23.015266,臺南市,北區   ,臺南市北區文賢路1080巷,積水,0,0,0,0,0,處理中,點,災情查報WEB,,167369.78,2546200.85,42641.50417
160719,2016-9-27 21:00,梅姬颱風,積淹水災情,道路積淹水,"120.413119,22.941714",120.413119,22.941714,臺南市,龍崎區  ,臺南市龍崎區182市道東向西27.8k處,182線市道東向西27.8k處(內門區往龍崎區方向)淹水達1輪胎高，造成行經車輛熄火受困。,0,0,0,0,0,處理中,點,災情查報WEB,,189810.95,2537949.13,42641.50417
160755,2016-9-27 20:58,梅姬颱風,積淹水災情,房屋積淹水,"120.203083077779,23.0100778314755",120.203083,23.010078,臺南市,北區   ,臺南市北區,路面也淹水,0,0,0,0,0,處理中,點,災情查報WEB,,168310.46,2545621.15,42641.50486
160774,2016-9-27 20:57,梅姬颱風,積淹水災情,地區積淹水,"120.334746,22.655125",120.334746,22.655125,高雄市,鳥松區  ,高雄市鳥松區大華里球場路與本館路交叉口,水深約15公分高,0,0,0,0,0,已處理,點,災情查報WEB,,181630.19,2506247.82,42641.50486
160802,2016-9-27 20:55,梅姬颱風,積淹水災情,地區積淹水,"120.54487260145537,22.766941534768264",120.544873,22.766942,屏東縣,鹽埔鄉  ,屏東縣鹽埔鄉民意路與新平路/萬里雞舍附近,2016/09/27 20:55:13 - 淹水.無人傷不需安置,0,0,0,0,0,已處理,點,119消防署派遣系統,,203263.8,2518548.09,42641.50556
160843,2016-9-27 20:52,梅姬颱風,積淹水災情,房屋積淹水,"120.502489,22.683849",120.502489,22.683849,屏東縣,屏東市  ,屏東縣屏東市莊敬街一段84巷,屏東縣屏東市莊敬街一段84巷住戶 汙水倒灌,0,0,0,0,0,已處理,點,災情查報WEB,,198880.56,2509361.08,42641.50625
160851,2016-9-27 20:51,梅姬颱風,積淹水災情,地區積淹水,"120.3432,22.67773",120.3432,22.67773,高雄市,仁武區  ,高雄市仁武區赤西二街,赤西二街淹水，已撥2次電話均未回電，市府APP上並未寫仁武區有淹水，希望回電處理情形。,0,0,0,0,0,已處理,點,災情查報WEB,,182510.11,2508747.09,42641.50625
160863,2016-9-27 20:50,梅姬颱風,積淹水災情,地區積淹水,"120.595401,22.640978",120.595401,22.640978,屏東縣,內埔鄉  ,屏東縣內埔鄉中林路１１６１巷,內埔鄉中林路１１６１巷口前淹水，約有半個輪胎深,0,0,0,0,0,處理中,點,災情查報WEB,,208414.51,2504584.99,42641.50694
160866,2016-9-27 20:50,梅姬颱風,積淹水災情,地區積淹水,"120.154785156529,23.0440449283549",120.154785,23.044045,臺南市,安南區  ,臺南市安南區,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,163381.04,2549410.46,42641.50694
160885,2016-9-27 20:49,梅姬颱風,積淹水災情,房屋積淹水,"120.35098,22.684128",120.35098,22.684128,高雄市,仁武區  ,高雄市仁武區仁光路192巷30-1號,仁武區仁光路192巷30-1號開始淹水請求計助，災害應變中心已先給仁武區公所電話協助領取,0,0,0,0,0,已處理,點,災情查報WEB,,183312.67,2509452.05,42641.50694
160894,2016-9-27 20:48,梅姬颱風,積淹水災情,地區積淹水,"120.47384271071887,22.668121988770167",120.473843,22.668122,屏東縣,屏東市  ,屏東縣屏東市台3線舊航空站積水及膝/北上車道人員需脫困,2016/09/27 20:48:51 - 0988091450,0,0,0,0,0,已處理,點,119消防署派遣系統,,195930.91,2507629.75,42641.50764
160914,2016-9-27 20:47,梅姬颱風,積淹水災情,地區積淹水,"120.20652,23.06567",120.20652,23.06567,臺南市,安南區  ,臺南市安南區布袋里256巷12弄至沙崙夫妻樹,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,168696.14,2551775.56,42641.50764
160974,2016-9-27 20:44,梅姬颱風,積淹水災情,房屋積淹水,"120.69260996349547,22.788406624848818",120.69261,22.788407,屏東縣,三地門鄉 ,屏東縣三地門鄉體育館,2016/09/27 20:44:03 - 收容所淹水不需救護車不需疏散,0,0,0,0,0,處理中,點,119消防署派遣系統,,218439.74,2520885.88,42641.50903
160976,2016-9-27 20:44,梅姬颱風,積淹水災情,房屋積淹水,"120.286633,22.995902",120.286633,22.995902,臺南市,歸仁區  ,臺南市歸仁區西埔里三街51巷15號,西埔三街51巷15號及附近多戶民宅淹水,0,0,0,0,0,處理中,點,災情查報WEB,,176867.59,2544007.21,42641.50903
160995,2016-9-27 20:43,梅姬颱風,積淹水災情,房屋積淹水,"120.102498715417,23.1194199971985",120.102499,23.11942,臺南市,七股區  ,臺南市七股區,鹽埕里13  14鄰淹水,0,0,0,0,0,待處理,點,災情查報WEB,,158073.61,2557789.67,42641.50903
161000,2016-9-27 20:42,梅姬颱風,積淹水災情,房屋積淹水,"120.227674,23.002119",120.227674,23.002119,臺南市,北區   ,臺南市北區東豐路479號外面,淹水約20公分高,0,0,0,0,0,處理中,點,災情查報WEB,,170826.66,2544726.29,42641.50903
161003,2016-9-27 20:42,梅姬颱風,積淹水災情,房屋積淹水,"120.260325,22.995723",120.260325,22.995723,臺南市,永康區  ,臺南市永康區南興路23-1號,人車受困(大灣派出所),0,0,0,0,0,已處理,點,災情查報WEB,,174170.36,2544000.75,42641.50972
161006,2016-9-27 20:42,梅姬颱風,積淹水災情,房屋積淹水,"120.154785156529,23.0440449283549",120.154785,23.044045,臺南市,安南區  ,臺南市安南區,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,163381.04,2549410.46,42641.50972
161012,2016-9-27 20:42,梅姬颱風,積淹水災情,道路積淹水,"120.350934,22.685514",120.350934,22.685514,高雄市,仁武區  ,高雄市仁武區名湖街,積水,0,0,0,0,0,已處理,點,災情查報WEB,,183308.61,2509605.55,42641.50972
161023,2016-9-27 20:41,梅姬颱風,積淹水災情,道路積淹水,"120.363262,22.662452",120.363262,22.662452,高雄市,鳥松區  ,高雄市鳥松區鳥松里文前路澄清湖後門,水深及膝,0,0,0,0,0,已處理,點,災情查報WEB,,184564.41,2507046.34,42641.50972
161025,2016-9-27 20:41,梅姬颱風,積淹水災情,地區積淹水,"120.19356,23.016436",120.19356,23.016436,臺南市,北區   ,臺南市北區文賢路1122巷內,道路淹水,0,0,0,0,0,處理中,點,災情查報WEB,,167338.1,2546330.6,42641.50972
161026,2016-9-27 20:41,梅姬颱風,積淹水災情,房屋積淹水,"121.794862,24.737424",121.794862,24.737424,宜蘭縣,壯圍鄉  ,宜蘭縣壯圍鄉古結路94巷8號,快淹水、停電,0,0,0,0,0,處理中,點,災情查報WEB,,330404.73,2736928.08,42641.50972
161032,2016-9-27 20:41,梅姬颱風,積淹水災情,房屋積淹水,"120.28452,22.720113",120.28452,22.720113,高雄市,楠梓區  ,高雄市楠梓區仁昌街,積水,0,0,0,0,0,已處理,點,災情查報WEB,,176502.81,2513468.21,42641.50972
161044,2016-9-27 20:40,梅姬颱風,積淹水災情,房屋積淹水,"120.335288138143,23.036075890204",120.335288,23.036076,臺南市,新化區  ,臺南市新化區正興路350號,疑似水庫洩洪致使林全忠市議員服務處附近淹水，請派抽水機過來。,0,0,0,0,0,處理中,點,災情查報WEB,,181875.93,2548432.56,42641.51042
161058,2016-9-27 20:39,梅姬颱風,積淹水災情,道路積淹水,"120.12718,23.031562",120.12718,23.031562,臺南市,安南區  ,臺南市安南區鹿耳里550巷,積水,0,0,0,0,0,處理中,點,災情查報WEB,,160543.63,2548044.68,42641.51042
161061,2016-9-27 20:39,梅姬颱風,積淹水災情,地區積淹水,"120.365638,22.662363",120.365638,22.662363,高雄市,鳥松區  ,高雄市鳥松區鳥松里上景山莊,水深及膝,0,0,0,0,0,已處理,點,災情查報WEB,,184808.55,2507035.44,42641.51042
161062,2016-9-27 20:39,梅姬颱風,積淹水災情,道路積淹水,"120.335493,22.653576",120.335493,22.653576,高雄市,三民區  ,高雄市三民區本元里建工路201巷,建工路201巷至秋元街口淹水,0,0,0,0,0,已處理,點,災情查報WEB,,181706.19,2506075.95,42641.51042
161065,2016-9-27 20:39,梅姬颱風,積淹水災情,道路積淹水,"120.283639,22.637215",120.283639,22.637215,高雄市,鼓山區  ,高雄市鼓山區河邊里河邊街,河邊街淹水大約30幾公分，在小腿部,0,0,0,0,0,已處理,點,災情查報WEB,,176368.06,2504288.97,42641.51042
161077,2016-9-27 20:38,梅姬颱風,積淹水災情,道路積淹水,"120.166449,22.999639",120.166449,22.999639,臺南市,安平區  ,臺南市安平區安平路696巷,積水膝蓋下,0,0,0,0,0,處理中,點,災情查報WEB,,164548.45,2544486.03,42641.51111
161080,2016-9-27 20:38,梅姬颱風,積淹水災情,道路積淹水,"120.280697,22.647741",120.280697,22.647741,高雄市,鼓山區  ,高雄市鼓山區厚生里華安街,厚生里華安街約100公尺及鼓山三路約150公尺路段積水，深度約20公分。,0,0,0,0,0,已處理,點,災情查報WEB,,176071.28,2505456.01,42641.51111
161088,2016-9-27 20:37,梅姬颱風,積淹水災情,道路積淹水,"120.276313,22.649834",120.276313,22.649834,高雄市,鼓山區  ,高雄市鼓山區正德里青泉街,青泉街100公尺淹水10公分。,0,0,0,0,0,已處理,點,災情查報WEB,,175621.81,2505689.97,42641.51111
161096,2016-9-27 20:37,梅姬颱風,積淹水災情,地區積淹水,"120.363816,22.658652",120.363816,22.658652,高雄市,鳥松區  ,高雄市鳥松區鳥松里大埤路自來水公司前,積淹水半一個輪胎深,0,0,0,0,0,已處理,點,災情查報WEB,,184619.54,2506625.31,42641.51111
161105,2016-9-27 20:36,梅姬颱風,積淹水災情,道路積淹水,"120.481942599853,22.6665128127316",120.481943,22.666513,屏東縣,屏東市  ,屏東縣屏東市廣東路1586巷道路積水,屏東市廣東路1586巷道路積水至腳裸,0,0,0,0,0,已處理,點,災情查報WEB,,196762.68,2507448.64,42641.51111
161123,2016-9-27 20:35,梅姬颱風,積淹水災情,道路積淹水,"120.193527,23.017666",120.193527,23.017666,臺南市,北區   ,臺南市北區文賢路1180巷,淹水約70公分高,0,0,0,0,0,已處理,點,災情查報WEB,,167335.47,2546466.83,42641.51181
161145,2016-9-27 20:34,梅姬颱風,積淹水災情,地區積淹水,"120.281121,22.62515",120.281121,22.62515,高雄市,鹽埕區  ,高雄市鹽埕區教仁里五福四路260巷,1.國際商場積淹水15公分 2.晚上9:00積淹水已退。 ,0,0,0,0,0,已處理,點,災情查報WEB,,176102.78,2502954.21,42641.51181
161163,2016-9-27 20:33,梅姬颱風,積淹水災情,地區積淹水,"120.292119597166,22.6821178663915",120.29212,22.682118,高雄市,左營區  ,高雄市左營區原生植物園,原生植物園曹公圳積水約到腳踝，想知道水門是否有開,0,0,0,0,0,待處理,點,災情查報WEB,,177263.45,2509257.08,42641.5125
161171,2016-9-27 20:32,梅姬颱風,積淹水災情,地區積淹水,"120.368819,22.646296",120.368819,22.646296,高雄市,鳳山區  ,高雄市鳳山區鳳松路450巷250號,積水,0,0,0,0,0,已處理,點,災情查報WEB,,185127.91,2505254.9,42641.5125
161172,2016-9-27 20:32,梅姬颱風,積淹水災情,道路積淹水,"120.276995,22.647245",120.276995,22.647245,高雄市,鼓山區  ,高雄市鼓山區鼓山三路,正德里鼓山三路150公尺淹水10公分。,0,0,0,0,0,已處理,點,災情查報WEB,,175690.52,2505402.93,42641.5125
161177,2016-9-27 20:32,梅姬颱風,積淹水災情,道路積淹水,"120.277254,22.648068",120.277254,22.648068,高雄市,鼓山區  ,高雄市鼓山區鼓山三路8-14號,積水,0,0,0,0,0,已處理,點,災情查報WEB,,175717.58,2505493.94,42641.5125
161183,2016-9-27 20:32,梅姬颱風,積淹水災情,地區積淹水,"120.53025880882693,22.69304245852597",120.530259,22.693042,屏東縣,長治鄉  ,屏東縣長治鄉下厝街61-2號,2016/09/27 20:32:05 - 大排水溝堵塞.需派員疏濬.需警察圍警戒線交通管制.以免人車掉落水溝.,0,0,0,0,0,處理中,點,119消防署派遣系統,,201737.18,2510369.8,42641.5125
161185,2016-9-27 20:32,梅姬颱風,積淹水災情,道路積淹水,"120.149325,23.148204",120.149325,23.148204,臺南市,七股區  ,臺南市七股區大寮里,大寮與佳里埔頂交界的里內道路,0,0,0,0,0,待處理,點,災情查報WEB,,162888.63,2560948.57,42641.5125
161228,2016-9-27 20:29,梅姬颱風,積淹水災情,房屋積淹水,"120.257723,22.997698",120.257723,22.997698,臺南市,永康區  ,臺南市永康區崑大路3號,水淹及腰2人受困,0,0,0,0,0,已處理,點,災情查報WEB,,173904.71,2544220.8,42641.51389
161229,2016-9-27 20:29,梅姬颱風,積淹水災情,地區積淹水,"120.203083077779,23.0100778314755",120.203083,23.010078,臺南市,北區   ,臺南市北區文賢路1080巷,路面積水辦樓高,0,0,0,0,0,處理中,點,災情查報WEB,,168310.46,2545621.15,42641.51389
161232,2016-9-27 20:29,梅姬颱風,積淹水災情,道路積淹水,"120.235209,23.091536",120.235209,23.091536,臺南市,安定區  ,臺南市安定區港口里393-11號,路面積水,0,0,0,0,0,已處理,點,災情查報WEB,,171650.87,2554624.33,42641.51389
161234,2016-9-27 20:29,梅姬颱風,積淹水災情,地下道積水,"120.19534,22.96246",120.19534,22.96246,臺南市,南區   ,臺南市南區中華南路地下道,該處東往西(東西向)積水超過10公分，欲警示封路,0,0,0,0,0,處理中,點,災情查報WEB,,167487.77,2540352.27,42641.51389
161247,2016-9-27 20:28,梅姬颱風,積淹水災情,道路積淹水,"120.301063,22.636985",120.301063,22.636985,高雄市,三民區  ,高雄市三民區河北二路20號,路面積水,0,0,0,0,0,已處理,點,災情查報WEB,,178158.95,2504254.99,42641.51389
161249,2016-9-27 20:28,梅姬颱風,積淹水災情,道路積淹水,"120.210408,23.026229",120.210408,23.026229,臺南市,安南區  ,臺南市安南區文安街147巷,淹水,0,0,0,0,0,處理中,點,災情查報WEB,,169070.98,2547405.68,42641.51389
